Device ID	Frame ID	Frame Rate	Time Stamp	Palm Position.x,Palm Position.y,Palm Position.z	Palm Normal.x,Palm Normal.y,Palm Normal.z	Palm Direction.x,Palm Direction.y,Palm Direction.z	Arm Proximal.x,Arm Proximal.y,Arm Proximal.z	Arm Distal.x,Arm Distal.y,Arm Distal.z	Finger1_Meta.x,Finger1_Meta.y,Finger1_Meta.z	Finger1_Proxi.x,Finger1_Proxi.y,Finger1_Proxi.z	Finger1_Inter.x,Finger1_Inter.y,Finger1_Inter.z	Finger1_Dist.x,Finger1_Dist.y,Finger1_Dist.z	Finger1_End.x,Finger1_End.y,Finger1_End.z	Finger2_Meta.x,Finger2_Meta.y,Finger2_Meta.z	Finger2_Proxi.x,Finger2_Proxi.y,Finger2_Proxi.z	Finger2_Inter.x,Finger2_Inter.y,Finger2_Inter.z	Finger2_Dist.x,Finger2_Dist.y,Finger2_Dist.z	Finger2_End.x,Finger2_End.y,Finger2_End.z	Finger3_Meta.x,Finger3_Meta.y,Finger3_Meta.z	Finger3_Proxi.x,Finger3_Proxi.y,Finger3_Proxi.z	Finger3_Inter.x,Finger3_Inter.y,Finger3_Inter.z	Finger3_Dist.x,Finger3_Dist.y,Finger3_Dist.z	Finger3_End.x,Finger3_End.y,Finger3_End.z	Finger4_Meta.x,Finger4_Meta.y,Finger4_Meta.z	Finger4_Proxi.x,Finger4_Proxi.y,Finger4_Proxi.z	Finger4_Inter.x,Finger4_Inter.y,Finger4_Inter.z	Finger4_Dist.x,Finger4_Dist.y,Finger4_Dist.z	Finger4_End.x,Finger4_End.y,Finger4_End.z	Finger5_Meta.x,Finger5_Meta.y,Finger5_Meta.z	Finger5_Proxi.x,Finger5_Proxi.y,Finger5_Proxi.z	Finger5_Inter.x,Finger5_Inter.y,Finger5_Inter.z	Finger5_Dist.x,Finger5_Dist.y,Finger5_Dist.z	Finger5_End.x,Finger5_End.y,Finger5_End.z	
1	0	100	3215770961	66.4178,257.976,-54.3983	-0.110114,-0.982872,0.147952	-0.409146,-0.0908372,-0.907963	218.984,288.341,230.938	102.9,267.189,6.44509	71.5639,264.037,-1.4257	71.5639,264.037,-1.4257	22.9062,255.519,-14.9553	-3.31287,248.834,-22.8678	-21.3866,243.773,-27.5134	76.0563,276.593,-11.5965	36.9698,262.24,-66.7498	19.2961,259.352,-93.3788	7.55028,254.798,-110.591	-2.21923,248.257,-123.751	82.9659,276.137,-18.4955	53.6387,261.008,-75.1163	42.3566,259.631,-110.48	34.7213,256.657,-135.582	29.1216,251.811,-153.059	93.4037,271.883,-24.3648	75.281,256.913,-78.3054	64.1293,255.145,-112.641	57.2585,252.431,-131.694	52.1541,248.405,-146.072	102.897,263.964,-22.6125	93.6637,251.281,-74.7718	93.5462,250.699,-99.5873	92.5418,248.293,-118.141	91.4772,244.389,-131.291	
2	0	100	3215770961	-35.477,244.805,-30.0444	-0.0983615,-0.991126,0.0894649	-0.401355,-0.0427542,-0.914925	45.5405,285.18,258.653	-4.06025,251.528,28.5113	-30.8095,247.895,19.6025	-30.8095,247.895,19.6025	-74.0899,238.686,6.46056	-96.6099,230.814,-2.57736	-111.758,224.2,-8.52523	-26.2419,259.567,11.0512	-62.3409,248.694,-41.6536	-74.8775,243.208,-66.0554	-82.8009,237.336,-82.0723	-89.1037,230.18,-94.2575	-19.9824,260.341,4.59429	-46.9116,248.937,-49.4536	-54.6582,246.181,-80.9958	-59.3849,243.854,-103.422	-62.6391,240.403,-119.48	-10.8106,256.653,-0.930055	-27.2541,245.382,-52.3769	-34.1886,243.249,-83.4887	-38.1553,241.455,-101.116	-40.9497,238.573,-114.996	-2.37827,249.031,0.396705	-10.527,239.91,-49.1911	-10.8311,239.831,-71.0045	-10.8458,239.289,-87.9304	-10.6477,237.225,-100.84	
3	0	100	3215770961	74.2435,249.839,69.8497	-0.293616,-0.947252,0.128468	-0.395451,-0.00199014,-0.918485	204.115,244.956,368.25	109.613,251.262,132.162	79.6985,254.039,122.902	79.6985,254.039,122.902	30.0211,258.742,112.713	2.2992,259.341,104.599	-16.5126,258.608,99.0467	86.3855,265.785,112.78	46.6286,259.599,56.3407	30.4465,261.192,29.4982	18.9911,262.085,11.4083	8.14346,261.357,-4.04443	93.0586,264.108,106.355	62.8125,255.364,48.6545	52.3563,258.443,14.6306	46.1311,261.401,-10.1828	41.0016,262.305,-29.0316	102.343,258.233,101.051	83.0982,247.53,46.2975	73.978,250.326,11.5038	69.6999,252.262,-8.47969	66.4843,252.838,-25.2371	109.98,248.824,103.177	99.8735,238.702,50.4527	99.0351,241.93,25.748	99.2811,244.351,6.68555	99.7066,244.785,-8.49559	
4	0	100	3215770961	-58.7674,269.274,67.8466	-0.051107,-0.99865,0.00838149	-0.430989,0.0144825,-0.902238	33.1667,338.216,380.548	-22.3749,274.763,131.74	-51.673,268.384,122.3	-51.673,268.384,122.3	-102.185,262.259,108.997	-128.675,256.86,98.0424	-146.113,252.251,89.968	-48.2241,282.304,113.99	-89.5521,273.3,56.2397	-105.493,272.348,27.6123	-116.293,270.027,8.13949	-124.994,264.782,-7.9729	-41.3478,283.939,106.865	-72.5888,274.954,47.2697	-83.2409,274.806,9.29015	-90.3238,273.617,-17.3031	-95.1969,270.749,-35.9941	-30.9749,280.876,100.289	-50.557,272.346,43.206	-58.9075,274.447,6.13367	-63.4168,274.636,-14.9827	-66.6497,273.17,-31.6586	-20.9368,272.878,100.848	-31.4035,266.972,45.7237	-32.0407,270.831,19.8153	-32.3091,272.935,-0.0864864	-32.4045,272.771,-15.2708	
1	0	100	3215780961	66.3965,257.978,-54.4078	-0.110056,-0.982767,0.14863	-0.409205,-0.0914767,-0.907863	219.053,288.26,230.901	102.887,267.224,6.42842	71.5475,264.081,-1.44093	71.5475,264.081,-1.44093	22.8858,255.561,-14.9565	-3.33396,248.869,-22.8617	-21.4101,243.8,-27.5079	76.0364,276.621,-11.6204	36.9453,262.228,-66.7627	19.2746,259.335,-93.3909	7.52958,254.755,-110.591	-2.23446,248.178,-123.729	82.9465,276.168,-18.5202	53.6149,260.999,-75.1302	42.3818,259.665,-110.482	34.7833,256.738,-135.587	29.2015,251.906,-153.065	93.3838,271.908,-24.3849	75.2574,256.9,-78.3156	64.1636,255.126,-112.65	57.3258,252.404,-131.701	52.2399,248.365,-146.071	102.876,263.992,-22.6219	93.6402,251.273,-74.7734	93.5281,250.706,-99.5982	92.5335,248.307,-118.156	91.473,244.402,-131.306	
2	0	100	3215780961	-35.4856,244.797,-30.0113	-0.0987702,-0.991058,0.0897996	-0.401302,-0.042907,-0.914941	45.5861,285.169,258.678	-4.0681,251.525,28.5446	-30.8208,247.903,19.6355	-30.8208,247.903,19.6355	-74.1051,238.681,6.48662	-96.63,230.802,-2.55639	-111.784,224.185,-8.50816	-26.2471,259.569,11.0794	-62.3468,248.692,-41.6249	-74.883,243.201,-66.0252	-82.8082,237.335,-82.0408	-89.1167,230.195,-94.2266	-19.9877,260.339,4.62426	-46.9177,248.928,-49.4223	-54.6637,246.166,-80.9649	-59.3889,243.848,-103.391	-62.6411,240.419,-119.454	-10.8169,256.645,-0.898666	-27.2612,245.364,-52.3434	-34.1965,243.226,-83.4553	-38.1635,241.441,-101.083	-40.9567,238.568,-114.967	-2.38692,249.021,0.431205	-10.5356,239.885,-49.1545	-10.8478,239.795,-70.9674	-10.8677,239.254,-87.8928	-10.6694,237.197,-100.806	
3	0	100	3215780961	74.2226,249.823,69.8574	-0.293606,-0.947261,0.128421	-0.395449,-0.00195007,-0.918486	204.166,244.895,368.229	109.595,251.242,132.168	79.6769,254.021,122.91	79.6769,254.021,122.91	29.9982,258.732,112.724	2.27414,259.338,104.614	-16.5427,258.614,99.0653	86.3647,265.767,112.788	46.608,259.584,56.349	30.424,261.172,29.5069	18.9675,262.063,11.4178	8.11919,261.331,-4.03359	93.0382,264.091,106.363	62.7923,255.35,48.6625	52.3325,258.415,14.6377	46.1008,261.338,-10.1742	40.9652,262.219,-29.0149	102.322,258.216,101.059	83.0771,247.516,46.3052	73.9565,250.307,11.5111	69.6765,252.234,-8.47258	66.4563,252.797,-25.2288	109.959,248.807,103.184	99.8527,238.687,50.4592	99.0138,241.914,25.7547	99.2569,244.333,6.69162	99.6782,244.762,-8.48911	
4	0	100	3215780961	-58.8128,269.311,67.8715	-0.051712,-0.998605,0.00933917	-0.430934,0.0138747,-0.902272	33.2896,338.272,380.554	-22.4135,274.831,131.764	-51.7205,268.474,122.329	-51.7205,268.474,122.329	-102.235,262.34,109.028	-128.723,256.928,98.0793	-146.158,252.308,90.0164	-48.2602,282.377,114.006	-89.5929,273.343,56.2596	-105.543,272.393,27.6318	-116.357,270.075,8.15672	-125.075,264.837,-7.95772	-41.384,284.007,106.88	-72.629,274.983,47.2891	-83.2799,274.839,9.29699	-90.3625,273.659,-17.3069	-95.2375,270.804,-36.0045	-31.0131,280.93,100.305	-50.5984,272.356,43.2267	-58.9266,274.453,6.14334	-63.4181,274.648,-14.981	-66.641,273.193,-31.6617	-20.9804,272.925,100.868	-31.4484,266.972,45.7468	-32.0775,270.859,19.8429	-32.3293,272.984,-0.0586478	-32.4111,272.848,-15.2471	
1	0	100	3215790961	66.3737,257.995,-54.4255	-0.109957,-0.982627,0.149543	-0.409261,-0.0923491,-0.907737	219.092,288.204,230.873	102.871,267.288,6.40279	71.5302,264.155,-1.46674	71.5302,264.155,-1.46674	22.8644,255.628,-14.962	-3.35555,248.924,-22.8571	-21.4341,243.843,-27.5042	76.0138,276.674,-11.6573	36.9179,262.225,-66.7857	19.2523,259.325,-93.4126	7.50846,254.711,-110.597	-2.24794,248.088,-123.706	82.9252,276.225,-18.5582	53.5894,261.001,-75.1544	42.4217,259.726,-110.489	34.8723,256.86,-135.597	29.3145,252.044,-153.076	93.362,271.957,-24.4162	75.2321,256.897,-78.3339	64.2155,255.114,-112.665	57.4217,252.381,-131.715	52.3603,248.322,-146.073	102.854,264.045,-22.6383	93.6151,251.277,-74.7795	93.5104,250.731,-99.6162	92.529,248.342,-118.179	91.474,244.434,-131.329	
2	0	100	3215790961	-35.4946,244.79,-29.9803	-0.0991102,-0.991,0.0900789	-0.401252,-0.0430358,-0.914957	45.6257,285.157,258.702	-4.0768,251.522,28.5758	-30.8327,247.907,19.6664	-30.8327,247.907,19.6664	-74.1204,238.677,6.51109	-96.6498,230.792,-2.53571	-111.808,224.172,-8.48965	-26.2537,259.57,11.1059	-62.3536,248.69,-41.598	-74.8895,243.194,-65.9968	-82.8167,237.334,-82.011	-89.131,230.208,-94.1974	-19.9944,260.337,4.65261	-46.9245,248.919,-49.3929	-54.6701,246.152,-80.9357	-59.394,243.843,-103.361	-62.6444,240.43,-119.428	-10.8245,256.637,-0.868911	-27.2691,245.347,-52.3118	-34.2051,243.205,-83.4238	-38.1723,241.428,-101.052	-40.9645,238.562,-114.938	-2.39641,249.011,0.463752	-10.5447,239.863,-49.1202	-10.8638,239.767,-70.9322	-10.8878,239.227,-87.8572	-10.6895,237.174,-100.773	
3	0	100	3215790961	74.2024,249.779,69.8632	-0.293441,-0.947307,0.128457	-0.395445,-0.00205447,-0.918488	204.211,244.848,368.206	109.576,251.205,132.173	79.6547,253.98,122.915	79.6547,253.98,122.915	29.9733,258.695,112.729	2.24605,259.306,104.62	-16.5769,258.589,99.0679	86.3416,265.727,112.794	46.5863,259.534,56.3546	30.399,261.125,29.516	18.9402,262.027,11.4288	8.08994,261.308,-4.02158	93.0158,264.052,106.368	62.7717,255.303,48.6684	52.3064,258.35,14.6464	46.0649,261.216,-10.1611	40.92,262.059,-28.9896	102.299,258.178,101.065	83.0567,247.473,46.3113	73.9321,250.259,11.5246	69.6476,252.176,-8.4526	66.4193,252.721,-25.2025	109.939,248.77,103.189	99.8343,238.646,50.4657	98.9926,241.872,25.7639	99.2299,244.286,6.70357	99.643,244.706,-8.47248	
4	0	100	3215790961	-58.863,269.358,67.9	-0.0523779,-0.998555,0.0104093	-0.430865,0.0131908,-0.902314	33.419,338.328,380.566	-22.457,274.911,131.792	-51.7735,268.579,122.361	-51.7735,268.579,122.361	-102.291,262.434,109.062	-128.777,257.007,98.1207	-146.207,252.374,90.0707	-48.3005,282.463,114.026	-89.6379,273.394,56.2822	-105.598,272.446,27.6534	-116.427,270.133,8.17554	-125.165,264.902,-7.94136	-41.4244,284.087,106.899	-72.6734,275.019,47.3114	-83.3226,274.88,9.30494	-90.405,273.71,-17.3111	-95.282,270.869,-36.0163	-31.0556,280.994,100.324	-50.6441,272.372,43.2505	-58.9469,274.462,6.15438	-63.4181,274.665,-14.9793	-66.6296,273.222,-31.6654	-21.029,272.982,100.893	-31.498,266.976,45.7737	-32.1177,270.895,19.8744	-32.3508,273.045,-0.027106	-32.4171,272.941,-15.2203	
1	0	100	3215800961	66.3495,258.029,-54.4514	-0.109819,-0.982454,0.150691	-0.409315,-0.0934545,-0.907586	219.101,288.174,230.856	102.853,267.382,6.3682	71.512,264.259,-1.50316	71.512,264.259,-1.50316	22.8419,255.721,-14.9718	-3.37763,248.998,-22.8538	-21.4585,243.9,-27.5023	75.9885,276.751,-11.7071	36.8878,262.232,-66.8187	19.2292,259.322,-93.4439	7.48693,254.668,-110.608	-2.25969,247.985,-123.68	82.9021,276.31,-18.6095	53.5621,261.015,-75.1888	42.4761,259.813,-110.501	34.9884,257.022,-135.613	29.4607,252.225,-153.093	93.3384,272.031,-24.4586	75.2053,256.905,-78.3603	64.285,255.109,-112.687	57.5462,252.362,-131.735	52.5155,248.279,-146.077	102.83,264.125,-22.6618	93.5883,251.294,-74.7903	93.493,250.774,-99.6416	92.5284,248.396,-118.21	91.4801,244.487,-131.359	
2	0	100	3215800961	-35.5042,244.782,-29.9514	-0.0993815,-0.990953,0.0903028	-0.401205,-0.0431407,-0.914973	45.6591,285.144,258.723	-4.08635,251.517,28.6048	-30.8451,247.909,19.6953	-30.8451,247.909,19.6953	-74.1359,238.672,6.53396	-96.6692,230.783,-2.51534	-111.832,224.163,-8.4697	-26.2617,259.57,11.1308	-62.3612,248.687,-41.573	-74.8971,243.187,-65.97	-82.8263,237.334,-81.983	-89.1465,230.22,-94.1699	-20.0025,260.333,4.67935	-46.9322,248.91,-49.3653	-54.6773,246.139,-80.9083	-59.4,243.838,-103.333	-62.6493,240.437,-119.402	-10.8333,256.629,-0.840788	-27.2776,245.331,-52.2822	-34.2143,243.188,-83.3941	-38.1818,241.415,-101.023	-40.9731,238.556,-114.912	-2.40672,249.002,0.494345	-10.5543,239.845,-49.0881	-10.879,239.747,-70.8991	-10.9061,239.208,-87.8236	-10.7079,237.158,-100.742	
3	0	100	3215800961	74.1766,249.791,69.8742	-0.293564,-0.947287,0.128326	-0.39545,-0.00187383,-0.918486	204.253,244.775,368.189	109.554,251.203,132.183	79.6297,253.983,122.927	79.6297,253.983,122.927	29.9485,258.71,112.747	2.22023,259.328,104.646	-16.6073,258.622,99.105	86.3187,265.73,112.807	46.5622,259.551,56.3674	30.3751,261.132,29.5264	18.9167,262.017,11.4384	8.06712,261.278,-4.01062	92.9929,264.057,106.381	62.7472,255.32,48.6803	52.2804,258.357,14.6535	46.0351,261.206,-10.1553	40.8866,262.036,-28.9792	102.275,258.182,101.077	83.0306,247.487,46.3221	73.909,250.267,11.527	69.6246,252.175,-8.45742	66.3947,252.71,-25.2111	109.913,248.771,103.199	99.8071,238.656,50.4737	98.967,241.882,25.7696	99.2042,244.295,6.705	99.617,244.714,-8.47511	
4	0	100	3215800961	-58.9181,269.412,67.9321	-0.0531049,-0.9985,0.0115919	-0.430781,0.0124307,-0.902363	33.555,338.384,380.584	-22.5053,275.004,131.825	-51.8321,268.698,122.398	-51.8321,268.698,122.398	-102.353,262.54,109.101	-128.835,257.097,98.1667	-146.261,252.449,90.1309	-48.3451,282.562,114.047	-89.6871,273.453,56.3076	-105.658,272.507,27.6773	-116.504,270.199,8.19594	-125.263,264.975,-7.9238	-41.4692,284.179,106.919	-72.7219,275.063,47.3364	-83.3692,274.928,9.314	-90.4512,273.77,-17.3159	-95.3303,270.945,-36.0296	-31.1025,281.069,100.347	-50.6939,272.393,43.2776	-58.9684,274.476,6.16681	-63.4168,274.687,-14.9775	-66.6157,273.256,-31.6698	-21.0825,273.049,100.921	-31.5521,266.985,45.8043	-32.1613,270.94,19.9099	-32.3734,273.118,0.00813907	-32.4225,273.049,-15.1906	
1	0	100	3215810961	66.3238,258.078,-54.4856	-0.109641,-0.982246,0.152072	-0.409367,-0.0947928,-0.90741	219.079,288.168,230.848	102.832,267.504,6.32465	71.4928,264.395,-1.55018	71.4928,264.395,-1.55018	22.8183,255.838,-14.986	-3.4002,249.092,-22.852	-21.4833,243.972,-27.5023	75.9604,276.853,-11.7699	36.8549,262.249,-66.8617	19.2052,259.327,-93.4849	7.46499,254.624,-110.625	-2.26969,247.87,-123.653	82.8769,276.421,-18.674	53.533,261.04,-75.2333	42.5451,259.927,-110.517	35.1314,257.225,-135.634	29.64,252.45,-153.114	93.3129,272.129,-24.5121	75.1769,256.923,-78.3949	64.3722,255.112,-112.716	57.6992,252.348,-131.76	52.7054,248.234,-146.083	102.804,264.229,-22.6924	93.5599,251.323,-74.8056	93.4761,250.835,-99.6742	92.5315,248.471,-118.249	91.4913,244.559,-131.398	
2	0	100	3215810961	-35.5141,244.774,-29.9246	-0.0995841,-0.990918,0.0904713	-0.40116,-0.0432217,-0.914988	45.6865,285.131,258.743	-4.09675,251.512,28.6317	-30.8582,247.909,19.7223	-30.8582,247.909,19.7223	-74.1515,238.668,6.55522	-96.6883,230.775,-2.49527	-111.855,224.157,-8.44832	-26.2712,259.568,11.1541	-62.3697,248.683,-41.5498	-74.9058,243.181,-65.9449	-82.8371,237.334,-81.9568	-89.1631,230.23,-94.1441	-20.012,260.328,4.70446	-46.9408,248.9,-49.3396	-54.6854,246.127,-80.8826	-59.4071,243.832,-103.307	-62.6555,240.439,-119.377	-10.8433,256.621,-0.814299	-27.2869,245.317,-52.2545	-34.2242,243.172,-83.3661	-38.1919,241.402,-100.995	-40.9825,238.55,-114.886	-2.41787,248.994,0.522985	-10.5644,239.83,-49.0582	-10.8936,239.733,-70.8681	-10.9226,239.197,-87.7921	-10.7247,237.148,-100.713	
3	0	100	3215810961	74.1508,249.804,69.8855	-0.293681,-0.947269,0.128191	-0.395454,-0.00169248,-0.918485	204.294,244.704,368.173	109.531,251.202,132.194	79.6045,253.988,122.94	79.6045,253.988,122.94	29.9235,258.725,112.764	2.19423,259.351,104.671	-16.6379,258.656,99.1413	86.2955,265.735,112.821	46.5379,259.569,56.3805	30.3511,261.14,29.5372	18.8931,262.009,11.4485	8.0441,261.251,-3.99913	92.9697,264.062,106.395	62.7227,255.338,48.6926	52.2543,258.365,14.6611	46.0054,261.198,-10.1488	40.8532,262.015,-28.9682	102.25,258.188,101.09	83.0045,247.503,46.3332	73.8858,250.276,11.53	69.6015,252.175,-8.46125	66.3701,252.701,-25.2185	109.888,248.774,103.209	99.7798,238.668,50.4821	98.9415,241.894,25.7758	99.1787,244.305,6.70718	99.5911,244.723,-8.47674	
4	0	100	3215810961	-58.9781,269.475,67.9679	-0.0538928,-0.998439,0.0128869	-0.430683,0.0115944,-0.90242	33.6976,338.44,380.61	-22.5584,275.108,131.861	-51.8961,268.833,122.439	-51.8961,268.833,122.439	-102.42,262.66,109.143	-128.898,257.198,98.2172	-146.32,252.533,90.197	-48.3939,282.673,114.072	-89.7405,273.521,56.3358	-105.723,272.577,27.7035	-116.588,270.273,8.21793	-125.37,265.057,-7.90506	-41.5181,284.284,106.943	-72.7746,275.114,47.3643	-83.4196,274.985,9.32416	-90.501,273.839,-17.321	-95.3825,271.031,-36.0442	-31.1538,281.155,100.372	-50.7479,272.419,43.3077	-58.991,274.494,6.18062	-63.4143,274.714,-14.9756	-66.5991,273.298,-31.6748	-21.141,273.126,100.952	-31.6107,266.998,45.8386	-32.2083,270.993,19.9493	-32.3972,273.203,0.0470873	-32.4273,273.173,-15.1579	
1	0	100	3215820961	66.2967,258.143,-54.5279	-0.109423,-0.982005,0.153688	-0.409416,-0.0963641,-0.907208	219.028,288.188,230.849	102.809,267.656,6.27215	71.4727,264.56,-1.60779	71.4727,264.56,-1.60779	22.7937,255.982,-15.0045	-3.42327,249.206,-22.8516	-21.5086,244.059,-27.5042	75.9296,276.979,-11.8455	36.8192,262.276,-66.9147	19.1804,259.34,-93.5354	7.44264,254.579,-110.648	-2.27795,247.744,-123.624	82.8499,276.559,-18.7518	53.5021,261.078,-75.2881	42.6287,260.067,-110.538	35.3014,257.469,-135.66	29.8525,252.717,-153.142	93.2856,272.252,-24.5769	75.1469,256.952,-78.4375	64.477,255.123,-112.752	57.8808,252.339,-131.792	52.93,248.188,-146.092	102.776,264.36,-22.73	93.5297,251.365,-74.8255	93.4595,250.914,-99.714	92.5385,248.567,-118.296	91.5077,244.65,-131.444	
2	0	100	3215820961	-35.5246,244.767,-29.8999	-0.0997181,-0.990893,0.0905843	-0.401119,-0.0432787,-0.915004	45.7078,285.117,258.76	-4.10799,251.506,28.6564	-30.8718,247.905,19.7472	-30.8718,247.905,19.7472	-74.1672,238.664,6.57489	-96.7071,230.77,-2.47549	-111.877,224.154,-8.4255	-26.2821,259.564,11.1757	-62.3791,248.677,-41.5284	-74.9156,243.175,-65.9216	-82.8489,237.334,-81.9323	-89.181,230.238,-94.1199	-20.0228,260.322,4.72795	-46.9501,248.891,-49.3158	-54.6943,246.116,-80.8587	-59.4153,243.827,-103.282	-62.6632,240.437,-119.352	-10.8546,256.613,-0.789442	-27.2969,245.304,-52.2288	-34.2348,243.159,-83.3399	-38.2027,241.39,-100.969	-40.9928,238.543,-114.862	-2.42984,248.987,0.549671	-10.5749,239.818,-49.0306	-10.9075,239.727,-70.839	-10.9373,239.194,-87.7626	-10.7399,237.145,-100.686	
3	0	100	3215820961	74.1249,249.818,69.8971	-0.293794,-0.947253,0.128052	-0.395456,-0.00151042,-0.918484	204.334,244.634,368.157	109.508,251.202,132.204	79.579,253.994,122.953	79.579,253.994,122.953	29.8983,258.741,112.782	2.16804,259.375,104.697	-16.6684,258.69,99.1769	86.2721,265.741,112.836	46.5136,259.588,56.3938	30.3271,261.149,29.5484	18.8693,262.003,11.459	8.02089,261.228,-3.98711	92.9463,264.07,106.409	62.6981,255.357,48.7051	52.2281,258.375,14.6692	45.9755,261.193,-10.1418	40.8198,261.996,-28.9566	102.225,258.194,101.103	82.9783,247.52,46.3446	73.8626,250.287,11.5336	69.5784,252.178,-8.46409	66.3454,252.693,-25.2246	109.862,248.778,103.219	99.7526,238.681,50.4908	98.916,241.907,25.7825	99.1532,244.317,6.71012	99.5652,244.734,-8.47739	
4	0	100	3215820961	-59.0428,269.547,68.0073	-0.0547416,-0.998374,0.0142944	-0.430571,0.010682,-0.902485	33.8467,338.496,380.642	-22.6164,275.224,131.902	-51.9657,268.983,122.484	-51.9657,268.983,122.484	-102.493,262.793,109.189	-128.967,257.31,98.2722	-146.383,252.627,90.2689	-48.447,282.798,114.1	-89.7982,273.598,56.3667	-105.793,272.656,27.7319	-116.678,270.357,8.24152	-125.486,265.147,-7.88513	-41.5714,284.401,106.969	-72.8314,275.172,47.395	-83.4738,275.049,9.33543	-90.5546,273.917,-17.3267	-95.4386,271.127,-36.0603	-31.2094,281.251,100.399	-50.8061,272.45,43.341	-59.0148,274.517,6.19581	-63.4104,274.746,-14.9737	-66.5799,273.345,-31.6805	-21.2044,273.213,100.987	-31.674,267.015,45.8768	-32.2587,271.055,19.9927	-32.4222,273.3,0.0897388	-32.4315,273.313,-15.1222	
1	0	100	3215830961	66.2682,258.223,-54.5785	-0.109166,-0.981729,0.155539	-0.409462,-0.0981683,-0.90698	218.947,288.232,230.86	102.784,267.837,6.21068	71.4517,264.757,-1.67601	71.4517,264.757,-1.67601	22.768,256.15,-15.0273	-3.44683,249.339,-22.8526	-21.5343,244.161,-27.5079	75.896,277.129,-11.9341	36.7807,262.312,-66.9777	19.1547,259.359,-93.5956	7.41988,254.534,-110.675	-2.28447,247.605,-123.593	82.821,276.723,-18.8429	53.4694,261.127,-75.3532	42.7269,260.232,-110.564	35.4985,257.753,-135.692	30.0982,253.029,-153.174	93.2564,272.398,-24.6527	75.1154,256.992,-78.4883	64.5993,255.141,-112.795	58.0909,252.333,-131.83	53.1893,248.14,-146.104	102.746,264.516,-22.7746	93.4979,251.419,-74.85	93.4434,251.011,-99.7611	92.5493,248.682,-118.352	91.5292,244.762,-131.499	
2	0	100	3215830961	-35.5355,244.759,-29.8774	-0.0997833,-0.990879,0.090642	-0.40108,-0.0433118,-0.915019	45.7231,285.102,258.775	-4.12008,251.5,28.679	-30.8861,247.899,19.7701	-30.8861,247.899,19.7701	-74.183,238.66,6.59296	-96.7256,230.765,-2.45602	-111.898,224.155,-8.40125	-26.2945,259.558,11.1956	-62.3893,248.671,-41.5088	-74.9265,243.169,-65.8999	-82.8619,237.335,-81.9096	-89.2,230.244,-94.0975	-20.035,260.314,4.74982	-46.9603,248.882,-49.2938	-54.7041,246.106,-80.8364	-59.4244,243.822,-103.259	-62.6724,240.43,-119.328	-10.8671,256.604,-0.766218	-27.3075,245.294,-52.2051	-34.2461,243.149,-83.3156	-38.2141,241.379,-100.945	-41.0038,238.536,-114.839	-2.44265,248.981,0.574403	-10.586,239.81,-49.0051	-10.9207,239.728,-70.812	-10.9503,239.199,-87.7351	-10.7534,237.147,-100.66	
3	0	100	3215830961	74.099,249.834,69.909	-0.293901,-0.947239,0.127909	-0.395457,-0.00132764,-0.918484	204.372,244.566,368.142	109.485,251.203,132.215	79.5534,254,122.967	79.5534,254,122.967	29.8729,258.759,112.799	2.14167,259.4,104.722	-16.699,258.725,99.2117	86.2484,265.748,112.85	46.4891,259.608,56.4074	30.3029,261.16,29.56	18.8453,262,11.4701	7.99748,261.208,-3.97456	92.9226,264.078,106.423	62.6734,255.377,48.7179	52.2019,258.386,14.6777	45.9457,261.188,-10.1341	40.7865,261.979,-28.9444	102.2,258.202,101.116	82.9521,247.538,46.3562	73.8394,250.299,11.5379	69.5552,252.182,-8.46595	66.3206,252.688,-25.2295	109.836,248.784,103.23	99.7254,238.695,50.4999	98.8906,241.922,25.7898	99.1277,244.331,6.71382	99.5393,244.746,-8.47705	
4	0	100	3215830961	-59.1125,269.627,68.0504	-0.0556515,-0.998303,0.0158143	-0.430444,0.00969348,-0.902557	34.0025,338.551,380.68	-22.6791,275.353,131.946	-52.0408,269.147,122.533	-52.0408,269.147,122.533	-102.573,262.938,109.24	-129.041,257.433,98.3317	-146.452,252.729,90.3467	-48.5043,282.934,114.13	-89.8601,273.683,56.4004	-105.868,272.743,27.7625	-116.775,270.448,8.26668	-125.61,265.247,-7.86401	-41.6288,284.53,106.998	-72.8923,275.238,47.4285	-83.5318,275.122,9.3478	-90.6118,274.004,-17.3328	-95.4986,271.234,-36.0777	-31.2695,281.359,100.43	-50.8685,272.487,43.3775	-59.0397,274.544,6.21239	-63.4053,274.783,-14.9716	-66.5581,273.398,-31.6867	-21.2728,273.31,101.026	-31.7418,267.037,45.9186	-32.3125,271.126,20.04	-32.4484,273.409,0.136094	-32.4351,273.469,-15.0835	
