Device ID	Frame ID	Frame Rate	Time Stamp	Palm Position.x,Palm Position.y,Palm Position.z	Palm Normal.x,Palm Normal.y,Palm Normal.z	Palm Direction.x,Palm Direction.y,Palm Direction.z	Arm Proximal.x,Arm Proximal.y,Arm Proximal.z	Arm Distal.x,Arm Distal.y,Arm Distal.z	Finger1_Meta.x,Finger1_Meta.y,Finger1_Meta.z	Finger1_Proxi.x,Finger1_Proxi.y,Finger1_Proxi.z	Finger1_Inter.x,Finger1_Inter.y,Finger1_Inter.z	Finger1_Dist.x,Finger1_Dist.y,Finger1_Dist.z	Finger1_End.x,Finger1_End.y,Finger1_End.z	Finger2_Meta.x,Finger2_Meta.y,Finger2_Meta.z	Finger2_Proxi.x,Finger2_Proxi.y,Finger2_Proxi.z	Finger2_Inter.x,Finger2_Inter.y,Finger2_Inter.z	Finger2_Dist.x,Finger2_Dist.y,Finger2_Dist.z	Finger2_End.x,Finger2_End.y,Finger2_End.z	Finger3_Meta.x,Finger3_Meta.y,Finger3_Meta.z	Finger3_Proxi.x,Finger3_Proxi.y,Finger3_Proxi.z	Finger3_Inter.x,Finger3_Inter.y,Finger3_Inter.z	Finger3_Dist.x,Finger3_Dist.y,Finger3_Dist.z	Finger3_End.x,Finger3_End.y,Finger3_End.z	Finger4_Meta.x,Finger4_Meta.y,Finger4_Meta.z	Finger4_Proxi.x,Finger4_Proxi.y,Finger4_Proxi.z	Finger4_Inter.x,Finger4_Inter.y,Finger4_Inter.z	Finger4_Dist.x,Finger4_Dist.y,Finger4_Dist.z	Finger4_End.x,Finger4_End.y,Finger4_End.z	Finger5_Meta.x,Finger5_Meta.y,Finger5_Meta.z	Finger5_Proxi.x,Finger5_Proxi.y,Finger5_Proxi.z	Finger5_Inter.x,Finger5_Inter.y,Finger5_Inter.z	Finger5_Dist.x,Finger5_Dist.y,Finger5_Dist.z	Finger5_End.x,Finger5_End.y,Finger5_End.z	
3	0	100	3215240961	74.1802,250.957,70.3426	-0.258792,-0.956754,0.132711	-0.397941,-0.0195679,-0.917184	192.157,252.013,372.451	109.108,253.882,132.592	79.467,255.604,123.094	79.467,255.604,123.094	30.3506,258.566,111.785	3.9402,257.591,102.464	-13.7591,255.718,95.9204	85.5967,267.303,113.05	46.0033,259.499,56.8853	30.4297,262.727,30.0812	19.4831,265.619,11.5165	9.06379,266.878,-4.77245	92.399,266.173,106.665	62.3776,256.155,49.2207	52.5944,259.758,15.4532	47.0779,263.559,-9.5596	42.7163,265.276,-28.9786	101.918,260.573,101.321	82.9447,249.013,46.7879	73.6513,251.428,12.3337	69.2394,253.034,-7.42526	66.0723,253.231,-23.799	110.131,251.299,103.742	100.256,240.652,51.2018	100.257,244.138,26.6376	101.321,246.895,7.66988	102.012,247.641,-7.40473	
4	0	100	3215240961	-58.8028,271.585,68.5645	-0.0462294,-0.998929,-0.00222254	-0.422438,0.0215653,-0.906136	24.2155,332.91,385.189	-23.2553,276.411,132.969	-52.1711,270.298,122.926	-52.1711,270.298,122.926	-102.368,263.479,109.212	-128.296,257.765,97.6609	-145.499,253.099,88.9547	-48.7558,284.064,114.948	-89.4992,275.445,56.6975	-104.874,274.42,27.5604	-115.23,272.314,7.8635	-123.638,267.328,-8.55826	-41.8492,286.043,107.868	-72.4854,277.51,47.8697	-82.8851,277.308,9.8214	-89.7279,276.289,-16.898	-94.4718,273.598,-35.9158	-31.4011,283.018,101.387	-50.4016,274.972,44.0167	-58.7696,276.648,6.71438	-63.2458,276.506,-14.4973	-66.4249,274.782,-31.2652	-21.3209,275.064,102.106	-31.2354,269.666,46.81	-31.54,272.872,20.4868	-31.5701,273.982,0.400208	-31.5878,273.198,-14.7211	
1	0	100	3215250961	67.0595,262.13,-55.6166	-0.116546,-0.980724,0.156854	-0.39818,-0.0985404,-0.912001	204.921,299.304,237.211	102.478,272.018,5.95504	71.7518,268.968,-2.91554	71.7518,268.968,-2.91554	23.6254,260.759,-16.3683	-1.9217,253.155,-24.7126	-18.8712,247.009,-30.031	76.1766,280.903,-12.7912	37.5978,266.102,-68.4464	20.6527,262.866,-95.5723	9.29447,257.716,-112.812	0.00598124,250.214,-125.83	83.3324,280.879,-19.6906	54.5568,265.24,-76.6868	45.1831,264.981,-111.499	39.2029,263.278,-136.635	34.5687,258.585,-154.145	93.8015,276.379,-25.2686	76.2311,260.877,-79.4375	66.7566,258.052,-113.785	60.9216,254.469,-132.748	56.4755,249.33,-146.654	103.097,268.359,-23.0177	94.4308,255.128,-75.3121	94.5053,255.058,-100.264	94.0572,253.197,-118.854	93.2017,249.279,-132.138	
2	0	100	3215250961	-35.3251,246.587,-30.2748	-0.105724,-0.991568,0.0749379	-0.390743,-0.0278727,-0.920078	39.3924,288.168,259.988	-4.65252,252.543,28.8004	-31.1562,249.064,19.4159	-31.1562,249.064,19.4159	-74.0796,240.319,6.00056	-96.1392,232.176,-3.33693	-110.879,225.307,-9.69401	-26.4059,260.708,11.2441	-61.9771,250.768,-42.0702	-74.2243,245.021,-66.7343	-82.033,239.18,-82.9128	-88.2518,232.038,-95.2003	-20.0918,261.572,4.76857	-46.4734,251.061,-49.7891	-54.0379,247.985,-81.3799	-58.5986,245.763,-103.942	-61.7233,242.272,-120.15	-10.9159,257.882,-0.730314	-26.8338,247.401,-52.5596	-33.4237,245.438,-84.0362	-37.1386,243.638,-101.832	-39.6792,240.682,-115.803	-2.56131,250.248,0.602689	-10.1862,241.837,-49.2395	-10.1211,241.46,-71.498	-9.94651,240.409,-88.5004	-9.73811,237.822,-101.302	
3	0	100	3215250961	74.1996,250.826,70.2969	-0.259827,-0.956448,0.132925	-0.397864,-0.0193793,-0.917225	192.618,251.773,372.281	109.144,253.727,132.549	79.4943,255.472,123.059	79.4943,255.472,123.059	30.3424,258.483,111.808	3.83393,257.574,102.559	-13.9374,255.744,96.0751	85.6417,267.188,113.006	46.0421,259.411,56.8333	30.4446,262.584,30.0358	19.4758,265.421,11.499	9.03089,266.601,-4.73838	92.4377,266.016,106.621	62.4088,256.015,49.17	52.5866,259.605,15.4004	47.0306,263.397,-9.599	42.6229,265.09,-28.9942	101.951,260.417,101.282	82.9702,248.862,46.7438	73.6777,251.289,12.288	69.2738,252.924,-7.47267	66.1105,253.162,-23.8645	110.141,251.138,103.694	100.259,240.487,51.1504	100.185,243.939,26.5858	101.18,246.66,7.62447	101.854,247.379,-7.44221	
4	0	100	3215250961	-58.8018,271.58,68.5632	-0.0462424,-0.998928,-0.00220672	-0.422459,0.0215574,-0.906127	24.2291,332.918,385.182	-23.2526,276.408,132.966	-52.1688,270.294,122.925	-52.1688,270.294,122.925	-102.366,263.476,109.211	-128.296,257.764,97.6617	-145.5,253.097,88.9571	-48.7535,284.06,114.946	-89.4984,275.441,56.6969	-104.875,274.417,27.5612	-115.232,272.31,7.86481	-123.642,267.324,-8.55616	-41.847,286.038,107.866	-72.4847,277.505,47.8687	-82.8853,277.303,9.82067	-89.729,276.284,-16.8984	-94.4734,273.593,-35.9151	-31.3991,283.014,101.385	-50.4011,274.967,44.0151	-58.7693,276.644,6.71325	-63.2458,276.502,-14.4983	-66.4252,274.779,-31.2661	-21.319,275.06,102.104	-31.2349,269.66,46.8079	-31.5405,272.868,20.4854	-31.5715,273.98,0.399091	-31.5897,273.198,-14.7223	
1	0	100	3215260961	67.0598,262.14,-55.6184	-0.116593,-0.980712,0.156895	-0.398145,-0.098566,-0.912013	204.886,299.328,237.229	102.475,272.03,5.95584	71.7511,268.982,-2.91824	71.7511,268.982,-2.91824	23.6259,260.777,-16.3713	-1.9189,253.17,-24.7182	-18.8626,247.021,-30.0399	76.1759,280.914,-12.793	37.5983,266.112,-68.4501	20.6558,262.875,-95.5786	9.29947,257.723,-112.818	0.0132659,250.218,-125.836	83.3323,280.891,-19.6923	54.5581,265.251,-76.6899	45.1947,264.998,-111.501	39.2248,263.305,-136.637	34.597,258.614,-154.147	93.8012,276.39,-25.2693	76.2323,260.886,-79.4391	66.7656,258.055,-113.787	60.9365,254.466,-132.75	56.4947,249.321,-146.655	103.096,268.369,-23.0161	94.4314,255.137,-75.3111	94.5059,255.068,-100.264	94.0601,253.21,-118.855	93.2065,249.293,-132.14	
2	0	100	3215260961	-35.3223,246.561,-30.2793	-0.105678,-0.99156,0.0751046	-0.390862,-0.0280287,-0.920022	39.4399,288.147,259.971	-4.64209,252.525,28.7908	-31.1476,249.044,19.4107	-31.1476,249.044,19.4107	-74.0757,240.295,6.00088	-96.1402,232.154,-3.33123	-110.885,225.291,-9.68164	-26.3988,260.689,11.235	-61.9764,250.739,-42.0728	-74.2279,244.996,-66.734	-82.0387,239.157,-82.9109	-88.2601,232.018,-95.1989	-20.0854,261.551,4.75974	-46.4736,251.03,-49.7925	-54.0419,247.96,-81.3835	-58.6047,245.74,-103.945	-61.7308,242.252,-120.155	-10.9099,257.86,-0.739535	-26.8341,247.371,-52.5649	-33.4313,245.402,-84.0384	-37.1503,243.599,-101.833	-39.6938,240.644,-115.804	-2.55478,250.227,0.593747	-10.1859,241.808,-49.2459	-10.1262,241.435,-71.5	-9.95387,240.392,-88.5026	-9.74529,237.814,-101.307	
3	0	100	3215260961	74.2182,250.703,70.2532	-0.260871,-0.95614,0.133118	-0.397788,-0.0191657,-0.917267	193.068,251.538,372.116	109.18,253.578,132.507	79.5209,255.346,123.026	79.5209,255.346,123.026	30.3348,258.405,111.831	3.73232,257.562,102.652	-14.1082,255.773,96.2252	85.6858,267.078,112.964	46.0801,259.33,56.7836	30.459,262.449,29.9922	19.4687,265.23,11.4823	8.99898,266.332,-4.70549	92.4757,265.867,106.579	62.4392,255.884,49.1214	52.5793,259.46,15.3494	46.9851,263.242,-9.63712	42.5331,264.913,-29.0091	101.984,260.267,101.244	82.9947,248.719,46.7015	73.7034,251.157,12.2434	69.3073,252.821,-7.51921	66.1474,253.097,-23.9288	110.15,250.983,103.648	100.261,240.33,51.1008	100.116,243.75,26.5355	101.045,246.437,7.5799	101.702,247.129,-7.47972	
4	0	100	3215260961	-58.7972,271.561,68.5576	-0.0462985,-0.998926,-0.00213819	-0.422549,0.0215236,-0.906085	24.2882,332.952,385.15	-23.2405,276.392,132.956	-52.1592,270.277,122.92	-52.1592,270.277,122.92	-102.36,263.465,109.209	-128.295,257.756,97.6655	-145.502,253.09,88.9671	-48.7436,284.044,114.939	-89.4947,275.424,56.6942	-104.879,274.401,27.5645	-115.243,272.293,7.87047	-123.656,267.305,-8.54705	-41.8375,286.02,107.858	-72.4817,277.484,47.8643	-82.8863,277.283,9.81749	-89.734,276.263,-16.8997	-94.4807,273.57,-35.9124	-31.3905,282.995,101.376	-50.3987,274.945,44.0086	-58.7681,276.625,6.70832	-63.2459,276.485,-14.5027	-66.4266,274.763,-31.2699	-21.3108,275.04,102.093	-31.2326,269.638,46.7989	-31.5427,272.851,20.4793	-31.5777,273.974,0.394253	-31.5978,273.198,-14.7278	
1	0	100	3215270961	67.0597,262.136,-55.6176	-0.116573,-0.980717,0.156878	-0.39816,-0.098555,-0.912008	204.901,299.318,237.221	102.476,272.025,5.9555	71.7514,268.976,-2.91708	71.7514,268.976,-2.91708	23.6257,260.769,-16.37	-1.9201,253.164,-24.7158	-18.8663,247.016,-30.0361	76.1762,280.909,-12.7922	37.5981,266.108,-68.4485	20.6545,262.871,-95.5759	9.29733,257.72,-112.815	0.0101439,250.217,-125.834	83.3323,280.886,-19.6916	54.5575,265.247,-76.6885	45.1897,264.99,-111.5	39.2154,263.293,-136.637	34.5849,258.602,-154.146	93.8013,276.385,-25.269	76.2318,260.882,-79.4384	66.7617,258.054,-113.786	60.9301,254.467,-132.749	56.4865,249.325,-146.655	103.096,268.365,-23.0168	94.4311,255.133,-75.3116	94.5056,255.064,-100.264	94.0588,253.204,-118.855	93.2045,249.287,-132.139	
2	0	100	3215270961	-35.3178,246.517,-30.2867	-0.105602,-0.991546,0.0753789	-0.391058,-0.0282855,-0.919929	39.5181,288.112,259.942	-4.62493,252.495,28.7748	-31.1333,249.012,19.4023	-31.1333,249.012,19.4023	-74.0693,240.254,6.00141	-96.1419,232.118,-3.32186	-110.894,225.264,-9.6613	-26.387,260.657,11.22	-61.9752,250.692,-42.0772	-74.2336,244.954,-66.7335	-82.0481,239.118,-82.9077	-88.2737,231.986,-95.1967	-20.0748,261.516,4.74522	-46.474,250.98,-49.7983	-54.0485,247.918,-81.3894	-58.6147,245.703,-103.951	-61.743,242.22,-120.161	-10.9001,257.825,-0.754704	-26.8347,247.322,-52.5735	-33.4437,245.343,-84.0419	-37.1695,243.536,-101.835	-39.7177,240.582,-115.806	-2.54404,250.193,0.579036	-10.1853,241.761,-49.2564	-10.1345,241.394,-71.5031	-9.96599,240.364,-88.5062	-9.75709,237.8,-101.315	
3	0	100	3215270961	74.2361,250.586,70.2114	-0.261923,-0.955832,0.133289	-0.397712,-0.0189271,-0.917307	193.508,251.307,371.956	109.214,253.435,132.468	79.5466,255.227,122.995	79.5466,255.227,122.995	30.3278,258.333,111.854	3.63537,257.554,102.742	-14.2716,255.806,96.3708	85.7291,266.974,112.925	46.1171,259.256,56.7362	30.4731,262.321,29.9503	19.4617,265.046,11.4664	8.96806,266.073,-4.67376	92.5129,265.724,106.539	62.4689,255.761,49.075	52.5726,259.323,15.3002	46.9415,263.096,-9.67396	42.4467,264.745,-29.0233	102.016,260.123,101.208	83.0182,248.583,46.6612	73.7284,251.034,12.2002	69.3398,252.724,-7.56488	66.1831,253.038,-23.9918	110.159,250.835,103.604	100.263,240.18,51.053	100.05,243.569,26.4867	100.916,246.224,7.53619	101.557,246.891,-7.51727	
4	0	100	3215270961	-58.7891,271.527,68.5476	-0.0463977,-0.998921,-0.00201693	-0.42271,0.0214638,-0.906011	24.3928,333.012,385.095	-23.2192,276.364,132.938	-52.1422,270.246,122.911	-52.1422,270.246,122.911	-102.349,263.445,109.206	-128.294,257.742,97.6721	-145.505,253.076,88.9849	-48.7261,284.015,114.925	-89.4883,275.393,56.6894	-104.885,274.373,27.5705	-115.261,272.262,7.88048	-123.682,267.271,-8.53095	-41.8208,285.986,107.843	-72.4764,277.447,47.8565	-82.888,277.248,9.81188	-89.7427,276.226,-16.9022	-94.4934,273.53,-35.9075	-31.3753,282.961,101.359	-50.3944,274.907,43.9969	-58.7659,276.591,6.69961	-63.2459,276.454,-14.5105	-66.429,274.735,-31.2767	-21.2964,275.005,102.075	-31.2286,269.598,46.783	-31.5465,272.82,20.4684	-31.5886,273.963,0.385692	-31.6122,273.198,-14.7374	
1	0	100	3215280961	67.059,262.116,-55.6144	-0.116485,-0.980739,0.156802	-0.398226,-0.0985074,-0.911984	204.966,299.274,237.186	102.481,272.002,5.95401	71.7527,268.951,-2.91206	71.7527,268.951,-2.91206	23.6247,260.735,-16.3643	-1.92531,253.135,-24.7054	-18.8823,246.994,-30.0195	76.1775,280.889,-12.789	37.5972,266.089,-68.4418	20.6487,262.854,-95.5642	9.28805,257.706,-112.804	-0.0033848,250.209,-125.822	83.3325,280.863,-19.6885	54.5551,265.227,-76.6828	45.1682,264.959,-111.497	39.1746,263.244,-136.633	34.5324,258.548,-154.141	93.8018,276.364,-25.2678	76.2296,260.864,-79.4354	66.7451,258.049,-113.783	60.9024,254.473,-132.746	56.4509,249.341,-146.654	103.098,268.345,-23.0197	94.4301,255.118,-75.3134	94.5046,255.044,-100.264	94.0534,253.18,-118.854	93.1957,249.261,-132.136	
2	0	100	3215280961	-35.3114,246.456,-30.2971	-0.105496,-0.991527,0.0757607	-0.391331,-0.0286429,-0.9198	39.6269,288.064,259.902	-4.60104,252.454,28.7526	-31.1135,248.968,19.3906	-31.1135,248.968,19.3906	-74.0603,240.198,6.00215	-96.1442,232.069,-3.30882	-110.907,225.226,-9.63297	-26.3706,260.613,11.1991	-61.9736,250.627,-42.0833	-74.2417,244.895,-66.7328	-82.0612,239.065,-82.9033	-88.2927,231.94,-95.1936	-20.0601,261.468,4.72502	-46.4744,250.91,-49.8062	-54.0578,247.86,-81.3976	-58.6286,245.651,-103.959	-61.76,242.175,-120.17	-10.8865,257.776,-0.775821	-26.8356,247.254,-52.5856	-33.461,245.261,-84.0468	-37.1962,243.448,-101.837	-39.7511,240.495,-115.809	-2.52908,250.146,0.558556	-10.1844,241.696,-49.2711	-10.1462,241.337,-71.5075	-9.98286,240.326,-88.5112	-9.77353,237.781,-101.326	
